exemplo
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 1, 'linhaDigitavel': '24698.1541 17323.88022 43518.67620 4 00000000080820', 'valor': 808.2, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.4896 53796.66419 79220.53674 3 00000000014733', 'valor': 147.33, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '30791.2793 18869.07663 29236.06451 1 00000000002570', 'valor': 25.7, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24695.0412 46796.16276 03957.75968 1 00000000075578', 'valor': 755.78, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24695.9488 33772.16808 10620.01955 8 00000000011276', 'valor': 111.76, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24695.9071 88693.31486 35897.89748 9 00000000087954', 'valor': 879.54, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 2780, 'linhaDigitavel': '24692.6278 79951.48938 42889.00380 2 00000000065847', 'valor': 658.47, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.4960 55630.06277 47490.03145 9 00000000019440', 'valor': 194.4, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24666.7809 34357.37336 80489.94731 7 00000000021464', 'valor': 214.64, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.6315 88309.56811 94263.74677 0 00000000040330', 'valor': 403.3, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 212, 'agencia': 4, 'linhaDigitavel': '21295.2022 88710.71387 74622.60305 4 00000000093596', 'valor': 935.96, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24691.6015 35583.03442 95595.45393 9 00000000035553', 'valor': 355.53, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '13795.8678 84814.82080 44864.28452 0 00000000020051', 'valor': 200.51, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.8926 63984.23180 27057.31563 7 00000000009317', 'valor': 93.17, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24692.0579 01250.76744 44668.38495 0 00000000009986', 'valor': 98.86, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.3038 59942.87303 96718.69989 4 00000000009533', 'valor': 95.33, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4317, 'linhaDigitavel': '24691.7292 78473.25284 26024.73205 5 00000000079455', 'valor': 794.55, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.4817 52974.43114 31605.30523 8 00000000019595', 'valor': 195.95, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24682.1663 86207.57815 69517.17071 1 00000000005258', 'valor': 52.58, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24692.4436 32204.44034 63352.16844 5 00000000073724', 'valor': 737.24, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 902, 'agencia': 4, 'linhaDigitavel': '90297.0723 25254.96315 49191.02863 2 00000000048761', 'valor': 487.61, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.6589 28576.47778 21351.10078 0 00000000024116', 'valor': 241.16, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '14299.0389 41348.28685 44054.76002 4 00000000095526', 'valor': 955.26, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24695.1010 78502.73289 54726.60587 2 00000000050441', 'valor': 504.41, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24692.2515 83081.26750 13259.98732 3 00000000024368', 'valor': 242.68, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24699.6363 37546.59370 65401.97368 8 00000000013815', 'valor': 138.15, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 2315, 'linhaDigitavel': '24698.1442 27370.88260 33020.43152 1 00000000081865', 'valor': 818.65, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24695.8425 37891.36738 69481.93971 5 00000000049810', 'valor': 498.1, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24674.4582 31172.40790 87592.71663 1 00000000032379', 'valor': 323.79, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24691.8558 42831.22551 46028.92026 8 00000000062691', 'valor': 626.92, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 498, 'agencia': 4, 'linhaDigitavel': '49893.8696 42288.02954 24655.75247 0 00000000080646', 'valor': 806.46, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.8698 69375.85993 04610.09304 4 00000000071376', 'valor': 713.76, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '96399.4056 22881.76223 14215.00499 6 00000000099175', 'valor': 991.75, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.5377 67676.57496 07296.58178 3 00000000079649', 'valor': 796.49, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24699.0679 18419.40441 20490.57540 2 00000000093570', 'valor': 934.7, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.9371 15433.16074 33721.26109 1 00000000098940', 'valor': 989.4, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 2358, 'linhaDigitavel': '24691.6497 00086.44269 55323.97938 0 00000000095439', 'valor': 954.39, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24698.8125 04998.95023 09087.93338 7 00000000073895', 'valor': 738.95, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24657.2171 75219.35683 26092.57941 1 00000000046578', 'valor': 465.78, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24692.5528 07806.18692 14975.42405 5 00000000010235', 'valor': 102.35, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 939, 'agencia': 4, 'linhaDigitavel': '93993.0816 57357.12197 43883.06225 2 00000000021210', 'valor': 212.1, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24694.7474 09130.77613 53450.34863 3 00000000012794', 'valor': 127.94, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '86198.2850 37844.70437 33873.03455 6 00000000056489', 'valor': 564.89, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24691.3510 48757.40521 71872.53075 1 00000000041325', 'valor': 413.25, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.7527 91392.25363 18240.94204 0 00000000079656', 'valor': 795.56, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.2876 68886.01275 78134.28131 5 00000000021834', 'valor': 218.34, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4331, 'linhaDigitavel': '24694.9726 01463.80044 83863.58467 5 00000000004004', 'valor': 40.04, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.8970 50197.30752 53764.65536 7 00000000050673', 'valor': 506.73, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24668.6574 79963.77421 42065.14923 0 00000000061396', 'valor': 613.96, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.7808 17456.78464 44367.21699 3 00000000094889', 'valor': 948.89, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 362, 'agencia': 4, 'linhaDigitavel': '36293.4974 17589.34996 90879.25681 9 00000000059038', 'valor': 590.38, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.0750 83642.63346 24081.42720 7 00000000077797', 'valor': 777.97, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '96698.7474 24773.31963 46281.84948 7 00000000009640', 'valor': 96.4, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24696.0363 42156.84793 97420.22336 3 00000000082623', 'valor': 826.23, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24698.3194 27221.65009 45039.45408 8 00000000085468', 'valor': 853.68, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24697.6491 89624.68462 18681.76078 1 00000000035365', 'valor': 353.65, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 5794, 'linhaDigitavel': '24692.4989 44917.61202 22482.15961 3 00000000073237', 'valor': 732.37, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24699.1712 87703.37262 69902.99748 9 00000000028412', 'valor': 284.12, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24600.9269 32049.94588 64173.15786 6 00000000098566', 'valor': 985.66, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24694.2969 50186.73824 97218.60582 1 00000000086823', 'valor': 868.23, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 858, 'agencia': 4, 'linhaDigitavel': '85891.8916 24451.89339 67138.10510 7 00000000060066', 'valor': 600.67, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24692.6779 65042.17265 49649.78082 3 00000000023282', 'valor': 232.82, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '73395.2835 24625.37308 48147.11498 8 00000000024851', 'valor': 248.51, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24699.1048 36964.45888 64204.61861 1 00000000012364', 'valor': 123.64, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24693.2841 27306.47123 49887.04656 8 00000000001235', 'valor': 11.35, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 4, 'linhaDigitavel': '24690.8091 62437.00812 99754.68537 7 00000000096906', 'valor': 969.06, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 9088, 'linhaDigitavel': '24697.9765 42149.89651 68448.72659 9 00000000045024', 'valor': 450.24, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24699.8014 39687.56071 32882.83274 9 00000000023040', 'valor': 230.4, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24603.3777 35659.15017 68615.43661 0 00000000069613', 'valor': 696.13, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24695.0073 61786.36761 87475.57074 3 00000000082401', 'valor': 824.01, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 829, 'agencia': 6, 'linhaDigitavel': '82999.7749 13056.49993 48570.46321 2 00000000033646', 'valor': 336.46, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.0435 51310.35743 97807.69517 4 00000000027570', 'valor': 275.7, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '59598.2603 00804.79357 16269.66059 8 00000000095111', 'valor': 951.11, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24699.5424 36116.31961 05262.18740 0 00000000063162', 'valor': 631.62, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24699.8735 29558.53387 35932.79958 4 00000000072226', 'valor': 721.26, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.2649 00400.87958 47807.47969 9 00000000009443', 'valor': 94.43, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 2024, 'linhaDigitavel': '24696.3952 57994.90459 80512.86730 6 00000000007762', 'valor': 77.62, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.4949 40337.60494 37709.24484 3 00000000068094', 'valor': 680.94, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24675.5813 53450.77882 23376.97654 9 00000000042860', 'valor': 428.6, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24691.1423 86293.40743 72876.77708 8 00000000005662', 'valor': 56.62, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 384, 'agencia': 6, 'linhaDigitavel': '38491.2538 50821.56786 43408.67234 5 00000000037125', 'valor': 371.25, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24696.6377 19282.17244 25754.73752 5 00000000089339', 'valor': 893.39, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '71094.3428 83232.94593 50719.89208 1 00000000011085', 'valor': 110.85, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24696.9364 93501.85729 64803.48281 9 00000000032941', 'valor': 329.41, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24693.8082 48386.27089 64379.71510 5 00000000014404', 'valor': 143.04, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24690.7613 64373.94575 80371.88695 4 00000000060729', 'valor': 607.29, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 9834, 'linhaDigitavel': '24693.9875 18560.86968 43495.52234 2 00000000085628', 'valor': 856.28, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24697.6484 40017.72351 64618.54440 8 00000000011092', 'valor': 110.92, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24679.4954 49418.55276 30807.17929 3 00000000021626', 'valor': 216.26, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24696.1001 45692.61492 45589.14710 5 00000000080671', 'valor': 806.71, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 424, 'agencia': 6, 'linhaDigitavel': '42497.5889 48640.23678 56965.10647 1 00000000096091', 'valor': 960.91, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24690.0299 51457.88499 58269.67339 9 00000000005699', 'valor': 56.99, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '21095.3958 39460.65276 15656.36758 9 00000000042411', 'valor': 424.11, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24696.5456 14652.91886 75191.29716 8 00000000060391', 'valor': 603.92, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24691.7312 74980.50626 38594.16839 9 00000000012810', 'valor': 127.1, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24694.0416 74543.33156 24728.98845 2 00000000002855', 'valor': 28.55, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 5976, 'linhaDigitavel': '24692.8046 68954.19180 39644.55939 8 00000000023884', 'valor': 238.84, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24697.0214 66957.94873 94377.83750 6 00000000003793', 'valor': 37.93, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24666.5249 22581.20887 37064.54937 1 00000000094692', 'valor': 946.92, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.4344 58193.39715 36336.42493 1 00000000043205', 'valor': 432.05, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 390, 'agencia': 6, 'linhaDigitavel': '39094.3884 67877.06161 48401.12790 0 00000000081252', 'valor': 812.52, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.8489 21972.10641 72483.06107 9 00000000059216', 'valor': 592.17, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '31598.4424 03156.56758 82973.66770 0 00000000067791', 'valor': 677.91, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24695.6843 91569.37243 12142.97358 1 00000000099954', 'valor': 999.54, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24693.5670 04905.02887 04203.96755 2 00000000018687', 'valor': 185.87, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.7320 73111.30973 57380.23588 3 00000000042336', 'valor': 423.36, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 8067, 'linhaDigitavel': '24696.6935 88974.90149 01732.96536 1 00000000032499', 'valor': 324.99, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24693.2830 62627.51472 83660.42441 3 00000000034850', 'valor': 348.5, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24616.7807 04100.85939 17660.23817 4 00000000001907', 'valor': 19.08, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24690.9124 37129.84703 97084.98278 4 00000000024189', 'valor': 241.89, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 607, 'agencia': 6, 'linhaDigitavel': '60797.5252 51069.28169 96522.66651 3 00000000091502', 'valor': 915.02, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.6216 35699.34860 40123.76606 8 00000000058174', 'valor': 581.74, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '92293.6017 98788.36853 34756.22493 9 00000000050136', 'valor': 501.36, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.7953 04882.53131 64920.74293 4 00000000070078', 'valor': 700.78, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24690.2216 69035.48928 27296.16861 0 00000000032272', 'valor': 321.72, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.1400 06963.20086 44352.66766 0 00000000004450', 'valor': 44.5, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 3891, 'linhaDigitavel': '24695.9726 31762.29596 17931.97428 1 00000000048828', 'valor': 488.28, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24691.3714 81849.57066 57320.72972 8 00000000013604', 'valor': 136.04, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24623.2390 09057.17884 67248.93008 6 00000000076040', 'valor': 760.4, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24693.7178 45417.75455 52712.14674 4 00000000097229', 'valor': 972.29, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 100, 'agencia': 6, 'linhaDigitavel': '10096.6270 03763.84709 78239.28403 2 00000000001776', 'valor': 17.76, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24699.3879 87914.66787 21014.58489 2 00000000091070', 'valor': 910.7, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '65091.9446 53648.97176 33429.95436 5 00000000076360', 'valor': 763.6, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.5157 38643.62696 54724.86561 9 00000000022720', 'valor': 227.2, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24692.8757 56037.40839 88934.21954 1 00000000090085', 'valor': 899.85, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24695.7277 00928.85797 72016.61003 2 00000000064853', 'valor': 648.53, 'label': 1}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 9974, 'linhaDigitavel': '24699.7248 36640.84426 91730.90685 8 00000000091871', 'valor': 918.71, 'label': 0}"
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 6, 'linhaDigitavel': '24698.7375 69247.72856 39117.58422 5 00000000001536', 'valor': 15.36, 'label': 1}"
